claim_id,x,y,cluster_id,macro_theme,color,dataset,model,variant,seed,text,customer_id,label,distance
claim_004_038,0.46388546854304963,1.2664199447106055,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 38 in cluster 4,4038,0,0.050259805405104434
claim_004_039,0.304120665313222,2.3192758374693474,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 39 in cluster 4,4039,1,0.4348457092206111
claim_004_040,0.4569725015007837,2.229359116481678,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 40 in cluster 4,4040,0,0.35570646412674517
claim_004_041,0.11925473647793113,1.7785774656884692,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 41 in cluster 4,4041,1,0.30885128801411027
claim_004_042,0.2917104302262612,2.3980268029235425,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 42 in cluster 4,4042,0,0.1797469204496323
claim_004_043,-0.4312182176717623,1.9424692096985923,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 43 in cluster 4,4043,1,0.4177350035317396
claim_004_044,0.2848200831297288,1.2261225968022442,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 44 in cluster 4,4044,0,0.4484195066931083
claim_004_045,-0.1619707508472662,2.525778252356695,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 45 in cluster 4,4045,1,0.0831040987928834
claim_004_046,-0.3864510479011574,2.2989941610935025,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 46 in cluster 4,4046,0,0.15877338408793895
claim_004_047,0.7341195115007766,1.7490481929642305,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 47 in cluster 4,4047,1,0.07281577980159266
claim_004_048,-0.6913779561752416,1.9719166943451407,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 48 in cluster 4,4048,0,0.37091248371380564
claim_005_000,4.0607891175652595,2.3985142128103574,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 0 in cluster 5,5000,0,0.11466867015562626
claim_005_001,5.526441989470148,1.4827346842062015,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 1 in cluster 5,5001,1,0.025288015598934444
claim_005_002,4.8532070177879225,1.499674990960244,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 2 in cluster 5,5002,0,0.013647113040638975
claim_005_003,4.44431611503094,1.8217547784621395,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 3 in cluster 5,5003,1,0.14334215477763224
claim_005_004,5.285342564639329,2.154018746571144,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 4 in cluster 5,5004,0,0.44303945048598836
claim_005_005,5.163920816161562,2.0721068780357514,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 5 in cluster 5,5005,1,0.2852880128559866
claim_005_006,5.454130615387584,1.6078675562976976,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 6 in cluster 5,5006,0,0.2644737056084269
claim_005_007,4.547755598719958,1.2477768211486249,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 7 in cluster 5,5007,1,0.07730924088688541
claim_005_008,4.85971937316816,1.6927271429309492,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 8 in cluster 5,5008,0,0.3736693059741595
claim_005_009,4.372560192622143,1.4630372348332223,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 9 in cluster 5,5009,1,0.2732999334076534
claim_005_010,5.278476836643078,2.172548110432759,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 10 in cluster 5,5010,0,0.41329690754106757
claim_005_011,6.168702581874075,1.3770942962344874,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 11 in cluster 5,5011,1,0.11200693919784337
claim_005_012,4.7530378958969095,1.0887473975745743,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 12 in cluster 5,5012,0,0.36257336128766365
claim_005_013,4.876128824402237,1.012302490620198,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 13 in cluster 5,5013,1,0.2945348432578294
claim_005_014,5.46911299540111,1.3901426868802789,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 14 in cluster 5,5014,0,0.42311769353202067
claim_005_015,4.508140392461356,1.3877964364902091,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 15 in cluster 5,5015,1,0.3868328372321337
claim_005_016,4.783072505596934,1.1883026330354594,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 16 in cluster 5,5016,0,0.3966685451511842
claim_005_017,5.522774866016134,1.9383316421633519,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 17 in cluster 5,5017,1,0.28629813711243474
claim_005_018,5.51201664750296,1.8870383043907948,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 18 in cluster 5,5018,0,0.3553063988047523
claim_005_019,5.1264803364039215,1.8868965704312164,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 19 in cluster 5,5019,1,0.14445252997240116
claim_005_020,5.2311494003175945,1.2734429355618506,clu_005,Mobility,#f39c35,rosbank,gpt_oss,demo,947,Synthetic claim 20 in cluster 5,5020,0,0.15194095554393497
claim_006_000,9.098917601712825,2.0128449105295134,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 0 in cluster 6,6000,0,0.15551476620878793
claim_006_001,8.315194535671486,2.130128127528738,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 1 in cluster 6,6001,1,0.1844357811507947
claim_006_002,8.002359072021918,2.1696434375871916,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 2 in cluster 6,6002,0,0.18416595561300825
claim_006_003,8.54651690523552,1.6946210909012556,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 3 in cluster 6,6003,1,0.4464206420262107
claim_006_004,8.905162878350046,1.7049117915990304,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 4 in cluster 6,6004,0,0.036827487430392956
claim_006_005,8.683772353579363,1.731832864364107,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 5 in cluster 6,6005,1,0.36571873592712917
claim_006_006,9.173495946394848,1.9105456898482625,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 6 in cluster 6,6006,0,0.35014368623966174
claim_006_007,8.320853702618313,2.2451572853865502,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 7 in cluster 6,6007,1,0.2952399127200349
claim_006_008,8.921936469325207,2.2122600531915997,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 8 in cluster 6,6008,0,0.37476803029118694
claim_006_009,9.07925315054999,1.8099718660212154,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 9 in cluster 6,6009,1,0.14803715152689464
claim_006_010,8.4164106449418,1.8009660241074668,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 10 in cluster 6,6010,0,0.05844685495881435
claim_006_011,9.11872688912085,2.246643089099543,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 11 in cluster 6,6011,1,0.04610889160802232
claim_006_012,8.41556358949457,2.4448676500809876,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 12 in cluster 6,6012,0,0.3110553377722122
claim_006_013,8.797295635699964,1.4029607404613542,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 13 in cluster 6,6013,1,0.3950481868531848
claim_006_014,8.813376904358103,1.6080021348371134,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 14 in cluster 6,6014,0,0.3195310873399743
claim_006_015,8.784600769372739,2.377251726575418,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 15 in cluster 6,6015,1,0.36660259069092777
claim_006_016,8.487325512050132,2.60568208475912,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 16 in cluster 6,6016,0,0.03582184141544233
claim_006_017,8.724564809718162,1.1116093975170505,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 17 in cluster 6,6017,1,0.2853069763054852
claim_006_018,9.16814123240453,3.1038232153183825,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 18 in cluster 6,6018,0,0.4146140317309176
claim_006_019,9.088579737409006,1.9445284939093406,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 19 in cluster 6,6019,1,0.3200143422254565
claim_006_020,8.246734937380397,1.6956207502889384,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 20 in cluster 6,6020,0,0.3653963595943573
claim_006_021,9.079758847532899,2.0980882770303997,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 21 in cluster 6,6021,1,0.15965463727958248
claim_006_022,8.493311042134128,2.5482638196263547,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 22 in cluster 6,6022,0,0.09212459373205457
claim_006_023,9.496377810589372,1.6048179798057283,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 23 in cluster 6,6023,1,0.2574770482332959
claim_006_024,8.487261295193369,1.605676524604272,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 24 in cluster 6,6024,0,0.016841945925935197
claim_006_025,7.701053669954125,1.3608695988557122,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 25 in cluster 6,6025,1,0.0717688678797105
claim_006_026,8.563459476298656,1.8609174131174706,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 26 in cluster 6,6026,0,0.05043161196670301
claim_006_027,8.466478854704064,2.28528699690291,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 27 in cluster 6,6027,1,0.36846256392725296
claim_006_028,8.017206956086252,1.8579119093994123,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 28 in cluster 6,6028,0,0.3547945841284454
claim_006_029,8.495003380173161,2.0611287721419354,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 29 in cluster 6,6029,1,0.2628205746584483
claim_006_030,8.165333227314466,1.5178873365807442,clu_006,Digital services,#4f86c6,gender,qwen,demo,17,Synthetic claim 30 in cluster 6,6030,0,0.17940328588178733
claim_007_000,12.911937062056822,2.080941146448538,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 0 in cluster 7,7000,0,0.3087584808294945
claim_007_001,13.729220617185781,2.892323061466385,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 1 in cluster 7,7001,1,0.035365875118437536
claim_007_002,14.129656943037823,3.1398450539012117,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 2 in cluster 7,7002,0,0.12142566511350074
claim_007_003,13.812047110565478,2.907818301575592,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 3 in cluster 7,7003,1,0.29490107114628084
claim_007_004,13.6544458528217,3.0232703825250042,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 4 in cluster 7,7004,0,0.28234822094018525
claim_007_005,12.505117039318431,2.2691813821264293,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 5 in cluster 7,7005,1,0.4054183745535598
claim_007_006,12.987349637878243,2.840598504923,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 6 in cluster 7,7006,0,0.09060479293407249
claim_007_007,12.98610473592192,2.5285179235938093,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 7 in cluster 7,7007,1,0.31629046658463217
claim_007_008,13.058959536425437,2.4407927255028055,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 8 in cluster 7,7008,0,0.4003343934043814
claim_007_009,13.871187668986156,3.7660095989207587,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 9 in cluster 7,7009,1,0.3364228648381582
claim_007_010,14.174324204461092,1.8871459490238034,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 10 in cluster 7,7010,0,0.048763647004655665
claim_007_011,14.013812101373967,3.169640928340063,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 11 in cluster 7,7011,1,0.44707300617986934
claim_007_012,12.696354677894025,3.449395549231803,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 12 in cluster 7,7012,0,0.12855426603611456
claim_007_013,13.797322184305015,2.724000567021053,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 13 in cluster 7,7013,1,0.008868529940987436
claim_007_014,13.405527803792566,2.4415073196208232,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 14 in cluster 7,7014,0,0.3932634238628673
claim_007_015,14.489902147019853,2.2488654951299134,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 15 in cluster 7,7015,1,0.20981172705766474
claim_007_016,12.689070577205149,2.356406287042521,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 16 in cluster 7,7016,0,0.2991904407665459
claim_007_017,13.476433300276367,2.9270211781045568,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 17 in cluster 7,7017,1,0.1765531990925632
claim_007_018,12.549964993456356,2.6323836080484795,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 18 in cluster 7,7018,0,0.14357511949859827
claim_007_019,13.143237470990185,2.905186214405717,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 19 in cluster 7,7019,1,0.059501252641631634
claim_007_020,13.933353768175502,2.7525246784957615,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 20 in cluster 7,7020,0,0.4224378105718655
claim_007_021,14.799400386884978,3.043075670366196,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 21 in cluster 7,7021,1,0.32892082007472295
claim_007_022,12.55816540344753,2.639195437129449,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 22 in cluster 7,7022,0,0.31231587538344985
claim_007_023,13.013373299464774,2.957122420918388,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 23 in cluster 7,7023,1,0.4350309131374376
claim_007_024,13.073283537857845,2.5914202730524267,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 24 in cluster 7,7024,0,0.4493653142953826
claim_007_025,13.735763487482654,2.1280742194990747,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 25 in cluster 7,7025,1,0.013665273134323502
claim_007_026,14.123546847977458,2.7538026573940986,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 26 in cluster 7,7026,0,0.38910235564471757
claim_007_027,13.3711081651174,2.806389205208194,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 27 in cluster 7,7027,1,0.1786523669580029
claim_007_028,13.12727302903189,2.6350634934231927,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 28 in cluster 7,7028,0,0.3761312202899366
claim_007_029,13.880465305748702,2.57236814579144,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 29 in cluster 7,7029,1,0.04223565677973651
claim_007_030,12.52656262698515,2.7485815077336055,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 30 in cluster 7,7030,0,0.1482049921373217
claim_007_031,13.184374091105807,2.380463598100277,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 31 in cluster 7,7031,1,0.21905064534976226
claim_007_032,13.789233338473755,3.220235632800146,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 32 in cluster 7,7032,0,0.02627738545576764
claim_007_033,14.213516118104778,2.5941079679067487,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 33 in cluster 7,7033,1,0.30151732976058476
claim_007_034,12.370928159415984,2.7043436150506057,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 34 in cluster 7,7034,0,0.0035082511645382676
claim_007_035,14.403324797488416,3.249199442470782,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 35 in cluster 7,7035,1,0.32840079601968397
claim_007_036,12.700617469414883,2.5895010755602788,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 36 in cluster 7,7036,0,0.0761522129001369
claim_007_037,12.533387709614283,2.533065741990418,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 37 in cluster 7,7037,1,0.2539972434019953
claim_007_038,13.194392384821628,2.3295209530097383,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 38 in cluster 7,7038,0,0.27756994312530675
claim_007_039,13.48031247166006,2.7003145072405967,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 39 in cluster 7,7039,1,0.02802448889086778
claim_007_040,13.714808128513047,2.5936395959279586,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 40 in cluster 7,7040,0,0.29878494433435693
claim_007_041,12.861804081352846,3.228223279913586,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 41 in cluster 7,7041,1,0.11033698972288836
claim_007_042,12.652258123893734,3.0340001957021876,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 42 in cluster 7,7042,0,0.025376541463288084
claim_007_043,13.49028436510512,2.5691235731166713,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 43 in cluster 7,7043,1,0.29492526189151963
claim_007_044,12.824365131344647,2.426587583117912,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 44 in cluster 7,7044,0,0.35758324332283403
claim_007_045,12.933289150681546,2.8857377723642488,clu_007,Cashflow,#af7ac5,age,gpt_oss,demo,101,Synthetic claim 45 in cluster 7,7045,1,0.33811626440542397
claim_008_000,-1.0204295708488742,3.6338267930235304,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 0 in cluster 8,8000,0,0.10415439167198018
claim_008_001,0.5285759790535578,3.33981085140132,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 1 in cluster 8,8001,1,0.3681792953089079
claim_008_002,0.08966007399278653,4.096536410749722,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 2 in cluster 8,8002,0,0.3152154825878289
claim_008_003,-0.7140155333657283,4.160340461345998,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 3 in cluster 8,8003,1,0.2510427337024662
claim_008_004,0.13266117160236934,3.2265481331805486,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 4 in cluster 8,8004,0,0.130788184134329
claim_008_005,-1.0619209240394338,3.730682651709952,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 5 in cluster 8,8005,1,0.16867867438278095
claim_008_006,-0.7811704599702591,3.023777005652648,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 6 in cluster 8,8006,0,0.07713729844894315
claim_008_007,0.3584489684213487,3.6704341374722853,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 7 in cluster 8,8007,1,0.22644232610345166
claim_008_008,0.10150602974837614,3.271186432273029,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 8 in cluster 8,8008,0,0.08924237872049098
claim_008_009,-1.0532401834263347,4.383965677639506,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 9 in cluster 8,8009,1,0.36519502666688525
claim_008_010,-0.21114926166622255,2.5546208665945653,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 10 in cluster 8,8010,0,0.0025372694895977213
claim_008_011,-0.3364541143073008,3.835499677021159,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 11 in cluster 8,8011,1,0.19268415126988614
claim_008_012,0.6115483392637371,3.4622182576013643,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 12 in cluster 8,8012,0,0.010920413292969444
claim_008_013,-0.6363824294601652,4.584074495073721,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 13 in cluster 8,8013,1,0.23518815869000234
claim_008_014,-0.24560592810904353,3.956039304757668,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 14 in cluster 8,8014,0,0.21182647178390426
claim_008_015,-0.28181465308061787,3.336777697317186,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 15 in cluster 8,8015,1,0.29002637910680135
claim_008_016,-0.25236368105394574,3.8188206295709928,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 16 in cluster 8,8016,0,0.17395155885935126
claim_008_017,-0.8913515115269424,3.581041735521586,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 17 in cluster 8,8017,1,0.31498979995358506
claim_008_018,-0.5947326485104252,3.9498663028961323,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 18 in cluster 8,8018,0,0.053854396538778306
claim_008_019,-1.5950527827811984,3.8108675679228154,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 19 in cluster 8,8019,1,0.13171052406915754
claim_008_020,0.5606355233851681,3.902806244389943,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 20 in cluster 8,8020,0,0.21058991246732217
claim_008_021,0.34371724103570295,3.162889243171333,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 21 in cluster 8,8021,1,0.12329375261271212
claim_008_022,-0.67414739345162,3.801893583434818,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 22 in cluster 8,8022,0,0.2558019035820115
claim_008_023,-0.8113542710428125,3.7588430723765307,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 23 in cluster 8,8023,1,0.423702494376081
claim_008_024,-0.260439991444225,3.3144623483788833,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 24 in cluster 8,8024,0,0.24962392904172134
claim_008_025,-0.40906066438414146,3.561745327958431,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 25 in cluster 8,8025,1,0.4132707508434332
claim_008_026,0.1031475682028179,3.61697471794469,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 26 in cluster 8,8026,0,0.4287985684907648
claim_008_027,0.251409501219868,4.856313971346559,clu_008,Everyday spending,#58b368,rosbank,qwen,demo,947,Synthetic claim 27 in cluster 8,8027,1,0.2428131704689361
claim_009_000,2.5810963024529965,5.057065276478038,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 0 in cluster 9,9000,0,0.21995272732822846
claim_009_001,3.1744761365314518,4.481317186141898,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 1 in cluster 9,9001,1,0.29034092120878624
claim_009_002,3.5516233166449305,5.540094542836992,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 2 in cluster 9,9002,0,0.2715335666010864
claim_009_003,3.334251797006519,4.3449425460546856,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 3 in cluster 9,9003,1,0.12811909829125465
claim_009_004,2.6338390004206422,5.43126163455877,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 4 in cluster 9,9004,0,0.1973960859893326
claim_009_005,4.619640761788842,3.982634701911838,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 5 in cluster 9,9005,1,0.3121534961970836
claim_009_006,3.1580299899745383,4.7733679582653075,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 6 in cluster 9,9006,0,0.10036260315151994
claim_009_007,2.888756984510615,3.925137952644112,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 7 in cluster 9,9007,1,0.4052187269211009
claim_009_008,3.720940869862919,4.767624950192066,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 8 in cluster 9,9008,0,0.050037938404383565
claim_009_009,4.380457176103233,4.534262801950361,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 9 in cluster 9,9009,1,0.022665237294728868
claim_009_010,3.8603351715283467,4.1774071919548454,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 10 in cluster 9,9010,0,0.15577436100818104
claim_009_011,4.541776934460815,4.7607135054747,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 11 in cluster 9,9011,1,0.36947140903354303
claim_009_012,3.290622391116321,4.66158437656347,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 12 in cluster 9,9012,0,0.3465787985206444
claim_009_013,4.170729347349362,4.228440189605938,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 13 in cluster 9,9013,1,0.37987032577802027
claim_009_014,3.5383577154925576,4.731548611873974,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 14 in cluster 9,9014,0,0.17138377009369243
claim_009_015,3.473097999025802,4.194342432611577,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 15 in cluster 9,9015,1,0.1873344349004564
claim_009_016,3.5633891925727386,5.059474092107634,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 16 in cluster 9,9016,0,0.1182272577413166
claim_009_017,4.372494936028067,4.8942390468019585,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 17 in cluster 9,9017,1,0.34690968168240915
claim_009_018,3.804448052031529,4.649151016457817,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 18 in cluster 9,9018,0,0.3554425307626411
claim_009_019,3.2199803198853623,5.1404199804706305,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 19 in cluster 9,9019,1,0.24638947930399682
claim_009_020,4.163757643999991,4.275653062986514,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 20 in cluster 9,9020,0,0.13296140145758759
claim_009_021,3.9830067491818446,5.131780904885833,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 21 in cluster 9,9021,1,0.07324906636384552
claim_009_022,3.10091502852798,4.080515541240486,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 22 in cluster 9,9022,0,0.1078467963279203
claim_009_023,4.015393114579645,4.131677496979838,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 23 in cluster 9,9023,1,0.0472587748127609
claim_009_024,3.553214915775192,3.847388571377018,clu_009,Mobility,#f39c35,gender,gpt_oss,demo,17,Synthetic claim 24 in cluster 9,9024,0,0.33583217226898
